zhangxi,1114441,0,1.0,0.0,5.0,1.0,63.0,7.0,10.0,1.0,0.0,40.0
zhangxi,1114444,1,1.0,0.2,5.0,1.0,53.0,7.0,15.0,1.0,0.0,40.0
zhangxi,1114455,1,1.0,0.0,5.0,1.0,46.0,4.0,20.0,1.0,0.6,30.0
zhangxi,1114482,0,1.0,0.4,5.0,1.0,43.0,5.0,8.0,1.0,0.0,20.0
zhangxi,1114490,0,0.0,0.2,5.0,1.0,44.0,5.0,23.0,1.0,0.6,30.0
zhangxi,1114498,0,0.0,0.0,5.0,1.0,62.0,6.0,7.0,0.0,0.0,50.0
zhangxi,1114569,1,0.0,0.2,5.0,1.0,56.0,6.0,5.0,1.0,0.19999999,0.0
zhangxi,1114579,0,1.0,0.0,5.0,1.0,54.0,7.0,8.0,1.0,0.39999998,50.0
zhangxi,1114584,1,0.0,0.0,5.0,1.0,44.0,5.0,2.0,1.0,0.6,40.0
zhangxi,1114591,0,1.0,0.0,5.0,1.0,58.0,10.0,17.0,1.0,0.0,50.0
zhangxi,1114602,0,0.0,0.2,5.0,1.0,36.0,4.0,10.0,1.0,0.0,20.0
zhangxi,1114607,0,1.0,0.0,5.0,1.0,64.0,8.0,3.0,1.0,0.8,5.0
zhangxi,1114619,0,0.0,0.0,5.0,1.0,55.0,5.0,5.0,1.0,0.8,20.0
zhangxi,1114626,1,1.0,0.0,5.0,1.0,65.0,6.0,6.5,0.0,0.0,50.0
dukou,1116045,0,0.0,0.2,5.0,1.0,65.0,4.0,5.6,1.0,0.0,40.0
dukou,1116048,0,0.0,0.0,5.0,1.0,50.0,4.0,6.0,1.0,0.39999998,10.0
dukou,1116058,0,1.0,0.0,5.0,1.0,59.0,5.0,3.5,1.0,0.8,35.0
dukou,1116062,1,0.0,0.0,5.0,1.0,40.0,4.0,7.0,1.0,0.0,20.0
dukou,1116071,0,1.0,0.2,5.0,1.0,60.0,12.0,20.0,0.0,0.0,50.0
dukou,1116080,0,0.0,0.2,5.0,1.0,46.0,4.0,5.0,1.0,0.0,50.0
dukou,1116086,1,1.0,0.4,5.0,1.0,38.0,4.0,15.0,1.0,0.2,50.0
dukou,1116091,0,0.0,0.0,5.0,1.0,43.0,4.0,1.8,1.0,0.19999999,0.0
dukou,1116108,0,0.0,0.0,5.0,1.0,60.0,6.0,12.0,0.0,0.0,20.0
dukou,1116111,0,0.0,0.0,5.0,1.0,59.0,5.0,5.0,1.0,0.0,20.0
dukou,1116120,1,1.0,0.2,5.0,1.0,41.0,5.0,15.0,1.0,0.0,50.0
dukou,1116134,0,1.0,0.0,5.0,1.0,57.0,5.0,9.8,1.0,0.0,40.0
dukou,1116136,1,0.0,0.2,5.0,1.0,68.0,10.0,13.5,1.0,0.0,50.0
dukou,1116148,1,1.0,0.2,5.0,1.0,48.0,6.0,20.0,0.0,0.0,20.0
dukou,1116151,0,1.0,0.0,5.0,1.0,46.0,5.0,6.0,1.0,0.0,50.0
dukou,1116159,0,1.0,0.2,5.0,0.0,60.0,3.0,3.0,1.0,0.0,20.0
dukou,1116168,1,1.0,0.0,5.0,1.0,63.0,6.0,10.0,0.0,0.0,20.0
dukou,1116172,0,1.0,0.2,5.0,1.0,43.0,4.0,10.0,0.0,0.0,15.0
dukou,1116181,1,1.0,0.6,5.0,1.0,43.0,4.0,8.0,1.0,1.0,20.0
dukou,1116194,0,1.0,0.2,5.0,1.0,55.0,4.0,11.0,1.0,0.0,50.0
dukou,1116199,0,0.0,0.0,5.0,1.0,59.0,3.0,13.0,1.0,0.39999998,50.0
dukou,1116201,1,1.0,0.0,5.0,1.0,68.0,7.0,73.0,0.0,0.0,0.0
dukou,1116204,0,0.0,0.0,5.0,1.0,73.0,6.0,3.0,0.0,0.0,20.0
dukou,1116205,0,1.0,0.0,5.0,1.0,72.0,5.0,2.0,0.0,0.0,40.0
dukou,1116211,0,0.0,0.0,5.0,1.0,76.0,9.0,2.0,0.0,0.0,0.0
dukou,1116220,0,1.0,0.2,5.0,1.0,54.0,5.0,5.6,1.0,1.0,50.0
dukou,1116224,1,0.0,0.0,5.0,1.0,63.0,6.0,8.0,1.0,0.0,40.0
dukou,1116228,1,0.0,0.0,5.0,1.0,67.0,9.0,0.9,1.0,0.0,20.0
dukou,1116233,1,0.0,0.0,5.0,1.0,70.0,7.0,1.0,1.0,0.0,50.0
dukou,1116236,0,0.0,0.0,5.0,1.0,47.0,4.0,1.0,1.0,0.0,20.0
dukou,1116253,0,1.0,0.0,5.0,1.0,55.0,5.0,30.0,0.0,0.39999998,30.0
dukou,1116259,0,1.0,0.0,5.0,1.0,76.0,9.0,2.0,0.0,0.0,0.0
dukou,1116260,1,1.0,0.0,5.0,1.0,59.0,2.0,5.0,0.0,0.0,15.0
dukou,1116265,0,0.0,0.8,5.0,1.0,55.0,2.0,38.0,1.0,0.0,40.0
dukou,1116267,0,1.0,0.2,5.0,1.0,40.0,4.0,8.0,1.0,0.0,0.0
dukou,1116272,0,1.0,0.0,5.0,1.0,70.0,9.0,9.0,0.0,0.0,50.0
dukou,1116277,0,1.0,0.0,5.0,1.0,58.0,6.0,5.0,1.0,0.0,0.0
dukou,1116279,1,1.0,0.0,5.0,1.0,65.0,6.0,3.0,0.0,0.0,40.0
dukou,1116284,0,0.0,0.6,5.0,1.0,61.0,7.0,10.0,1.0,0.0,20.0
dukou,1116289,0,0.0,0.6,5.0,1.0,67.0,13.0,5.0,0.0,0.0,20.0
dukou,1116292,0,0.0,0.0,5.0,1.0,63.0,6.0,11.0,1.0,0.0,30.0
dukou,1116311,1,0.0,0.4,5.0,1.0,48.0,2.0,15.0,1.0,0.2,50.0
dukou,1116315,1,0.0,0.0,5.0,1.0,40.0,4.0,10.0,1.0,0.19999999,10.0
dukou,1116320,1,0.0,0.6,5.0,1.0,60.0,10.0,10.0,1.0,0.0,20.0
dukou,1116326,1,1.0,0.0,5.0,0.0,56.0,6.0,8.0,0.0,0.0,50.0
dukou,1116332,1,0.0,0.0,5.0,1.0,65.0,14.0,9.0,1.0,0.0,50.0
dukou,1116335,0,1.0,0.0,5.0,1.0,71.0,5.0,2.0,0.0,0.0,20.0
dukou,1116336,0,0.0,0.0,5.0,1.0,28.0,5.0,8.0,1.0,1.0,30.0
dukou,1116338,0,0.0,0.2,5.0,1.0,45.0,5.0,10.0,1.0,0.0,20.0
dukou,1116342,1,1.0,0.0,5.0,1.0,61.0,3.0,3.5,0.0,0.0,40.0
dukou,1116363,1,0.0,0.0,5.0,1.0,46.0,5.0,7.0,1.0,1.0,30.0
dukou,1116373,1,1.0,0.4,5.0,1.0,53.0,6.0,10.0,1.0,0.0,30.0
dukou,1116374,1,1.0,0.0,5.0,1.0,54.0,10.0,15.0,1.0,0.6,20.0
dukou,1116380,1,0.0,0.0,5.0,1.0,64.0,16.0,18.0,1.0,0.0,49.0
dukou,1116391,0,1.0,0.0,5.0,1.0,46.0,4.0,5.0,1.0,0.0,50.0
dukou,1116402,0,0.0,0.0,5.0,1.0,39.0,7.0,20.0,1.0,0.0,30.0
dukou,1116411,0,1.0,0.2,5.0,1.0,73.0,10.0,6.0,0.0,0.0,30.0
dukou,1116416,0,0.0,0.0,5.0,1.0,42.0,5.0,7.0,1.0,0.39999998,50.0
dukou,1116417,0,1.0,0.0,5.0,1.0,38.0,5.0,6.5,1.0,1.0,50.0
dukou,1116426,0,0.0,0.0,5.0,1.0,69.0,8.0,8.0,0.0,0.0,15.0
dukou,1116432,0,1.0,0.0,5.0,1.0,61.0,2.0,1.6,1.0,0.0,50.0
dukou,1116435,0,1.0,0.0,5.0,1.0,57.0,10.0,13.0,1.0,0.0,50.0
dukou,1116444,1,0.0,0.2,5.0,1.0,58.0,5.0,19.0,1.0,0.39999998,30.0
dukou,1116445,0,0.0,0.2,5.0,1.0,55.0,15.0,7.0,1.0,0.0,10.0
dukou,1116453,0,1.0,0.2,5.0,1.0,58.0,8.0,8.0,1.0,0.0,20.0
dukou,1116464,0,0.0,0.0,5.0,1.0,63.0,7.0,5.0,1.0,0.0,50.0
dukou,1116465,1,0.0,0.2,5.0,1.0,47.0,5.0,2.0,1.0,0.0,50.0
dukou,1116466,0,0.0,0.0,5.0,0.0,47.0,4.0,4.0,0.0,0.0,0.0
dukou,1116471,0,0.0,0.0,5.0,1.0,29.0,8.0,7.0,1.0,1.0,0.0
dukou,1116476,0,1.0,0.0,5.0,1.0,39.0,7.0,10.0,1.0,0.0,50.0
dukou,1116486,0,0.0,0.6,5.0,1.0,67.0,2.0,1.5,0.0,0.0,50.0
dukou,1116487,1,1.0,0.0,5.0,1.0,54.0,4.0,18.0,0.0,0.0,40.0
dukou,1116502,0,1.0,0.0,5.0,1.0,41.0,3.0,4.0,1.0,0.0,40.0
dukou,1116505,1,1.0,0.6,5.0,1.0,50.0,4.0,5.0,1.0,0.0,20.0
dukou,1116522,1,1.0,0.75,4.0,1.0,62.0,2.0,2.0,0.0,0.0,50.0
dukou,1116818,1,1.0,0.2,5.0,1.0,80.0,3.0,6.0,0.0,0.0,50.0
dukou,1116838,1,1.0,0.0,5.0,1.0,43.0,3.0,3.9,1.0,0.0,20.0
dukou,1116845,0,0.0,0.2,5.0,1.0,70.0,2.0,2.6,0.0,0.0,30.0
dukou,1116852,0,0.0,0.0,5.0,1.0,55.0,6.0,7.0,0.0,0.0,50.0
dukou,1116854,0,0.0,0.2,5.0,1.0,72.0,5.0,6.0,0.0,0.0,70.0
